dataset,classifier,fold,metric,value
semeion,ComplementNB,7,geometric_mean,0.7352877800924836
semeion,ComplementNB,7,mcc,0.7314331317943977
semeion,ComplementNB,7,weighted_f1,0.7558622247817675
semeion,ComplementNB,7,fit_time,0.0020058155059814
semeion,ComplementNB,7,predict_time,0.0010032653808593
semeion,ComplementNB,8,accuracy,0.7169811320754716
semeion,ComplementNB,8,macro_f1,0.7126586366498155
semeion,ComplementNB,8,auc_roc,0.97016835016835
semeion,ComplementNB,8,log_loss,0.8680073485185316
semeion,ComplementNB,8,brier_score,0.4185418013294068
semeion,ComplementNB,8,ece,0.1337292660849742
semeion,ComplementNB,8,balanced_accuracy,0.7154166666666667
semeion,ComplementNB,8,geometric_mean,0.6898479864768656
semeion,ComplementNB,8,mcc,0.6926033264423739
semeion,ComplementNB,8,weighted_f1,0.7134720033373406
semeion,ComplementNB,8,fit_time,0.0029983520507812
semeion,ComplementNB,8,predict_time,0.0010013580322265
semeion,ComplementNB,9,accuracy,0.7295597484276729
semeion,ComplementNB,9,macro_f1,0.7279542106520386
semeion,ComplementNB,9,auc_roc,0.970268389018389
semeion,ComplementNB,9,log_loss,0.834388799733892
semeion,ComplementNB,9,brier_score,0.3928596937588448
semeion,ComplementNB,9,ece,0.0909973297436188
semeion,ComplementNB,9,balanced_accuracy,0.7283333333333333
semeion,ComplementNB,9,geometric_mean,0.7070555138953694
semeion,ComplementNB,9,mcc,0.7054828512148581
semeion,ComplementNB,9,weighted_f1,0.7281573681158058
semeion,ComplementNB,9,fit_time,0.004000186920166
semeion,ComplementNB,9,predict_time,0.0
semeion,PW-NB(k=5),0,accuracy,0.825
semeion,PW-NB(k=5),0,macro_f1,0.8275844894198621
semeion,PW-NB(k=5),0,auc_roc,0.9709220749757485
semeion,PW-NB(k=5),0,log_loss,4.790832735685154
semeion,PW-NB(k=5),0,brier_score,0.3449193897648397
semeion,PW-NB(k=5),0,ece,0.1745218383561747
semeion,PW-NB(k=5),0,balanced_accuracy,0.8249509803921569
semeion,PW-NB(k=5),0,geometric_mean,0.8117535104815595
semeion,PW-NB(k=5),0,mcc,0.8094917569783597
semeion,PW-NB(k=5),0,weighted_f1,0.8278117621471349
semeion,PW-NB(k=5),0,fit_time,1.5172314643859863
semeion,PW-NB(k=5),0,predict_time,0.0019998550415039
semeion,PW-NB(k=5),0,mean_pr,0.8598743893928821
semeion,PW-NB(k=5),1,accuracy,0.79375
semeion,PW-NB(k=5),1,macro_f1,0.7956971603248797
semeion,PW-NB(k=5),1,auc_roc,0.9467404531496508
semeion,PW-NB(k=5),1,log_loss,6.383388285225087
semeion,PW-NB(k=5),1,brier_score,0.4108707053431725
semeion,PW-NB(k=5),1,ece,0.2053818461646545
semeion,PW-NB(k=5),1,balanced_accuracy,0.7916911764705883
